ID,Title,Total Time (minutes),Budget,Revenue,Genres
68726,Pacific Rim,2h 11min,180000000,411002906,"Action, Science Fiction, Adventure"
379149,The Foreigner,1h 53min,35000000,145374099,"Action, Thriller"
3933,Corpse Bride,1h 17min,40000000,118133252,"Romance, Fantasy, Animation"
798286,Beau Is Afraid,2h 59min,35000000,10000000,"Comedy, Adventure, Fantasy"
12429,Ponyo,1h 40min,41677699,202404009,"Animation, Fantasy, Family"
615457,Nobody,1h 32min,17000000,61779301,"Action, Crime, Thriller"
242,The Godfather Part III,2h 50min,54000000,136766062,"Crime, Drama, Thriller"
823625,Blacklight,1h 44min,43000000,15400000,"Action, Thriller"
49530,In Time,1h 49min,40000000,173930596,"Action, Thriller, Science Fiction"
346910,The Predator,1h 47min,88000000,160542134,"Science Fiction, Action, Adventure"
8871,How the Grinch Stole Christmas,1h 44min,123000000,345823040,"Family, Comedy, Fantasy"
9453,Caligula,2h 36min,17500000,23438120,"Drama, History, Romance"
10756,The Haunted Mansion,1h 28min,90000000,182290266,"Thriller, Fantasy, Comedy, Family, Mystery"
13,Forrest Gump,2h 22min,55000000,677387716,"Comedy, Drama, Romance"
62177,Brave,1h 33min,185000000,538983207,"Animation, Adventure, Comedy, Family, Action, Fantasy"
321612,Beauty and the Beast,2h 9min,160000000,1266115964,"Family, Fantasy, Romance"
18785,The Hangover,1h 40min,35000000,469310836,Comedy
11838,Ju-on: The Grudge,1h 32min,3500000,3657876,Horror
9325,The Jungle Book,1h 18min,4000000,205843612,"Family, Animation, Adventure"
464052,Wonder Woman 1984,2h 31min,200000000,169601036,"Action, Adventure, Fantasy"
98,Gladiator,2h 35min,103000000,465361176,"Action, Drama, Adventure"
577922,Tenet,2h 30min,205000000,365304105,"Action, Thriller, Science Fiction"
956,Mission: Impossible III,2h 6min,150000000,398479497,"Adventure, Action, Thriller"
24021,The Twilight Saga: Eclipse,2h 4min,68000000,698491347,"Adventure, Fantasy, Drama, Romance"
240,The Godfather Part II,3h 22min,13000000,102600000,"Drama, Crime"
417261,Forever My Girl,1h 44min,3500000,16367326,"Romance, Drama, Music"
8363,Superbad,1h 53min,20000000,170812526,Comedy
225886,Sex Tape,1h 37min,40000000,126069509,Comedy
9072,Little Man,1h 38min,64000000,101595121,"Comedy, Crime"
18,The Fifth Element,2h 6min,90000000,263920180,"Adventure, Fantasy, Action, Thriller, Science Fiction"
204082,Homefront,1h 40min,22000000,43058898,"Action, Thriller"
964980,Air,1h 52min,90000000,87078875,"Drama, History"
218,The Terminator,1h 48min,6400000,78371200,"Action, Thriller, Science Fiction"
862965,Emily the Criminal,1h 37min,2000000,2157673,"Crime, Drama, Thriller"
4232,Scream,1h 52min,15000000,173046663,"Crime, Horror, Mystery"
830788,The Invitation,1h 45min,10000000,33628000,"Horror, Thriller"
333339,Ready Player One,2h 20min,175000000,607274134,"Science Fiction, Adventure, Action"
812,Aladdin,1h 35min,28000000,504050219,"Animation, Family, Adventure, Fantasy, Romance"
4348,Pride & Prejudice,2h 7min,28000000,121616555,"Drama, Romance"
475557,Joker,2h 2min,55000000,1074458282,"Crime, Thriller, Drama"
345887,The Equalizer 2,2h 1min,62000000,190400157,"Action, Thriller, Crime"
297761,Suicide Squad,2h 3min,175000000,746846894,"Action, Adventure, Fantasy"
373571,Godzilla: King of the Monsters,2h 12min,170000000,386600138,"Science Fiction, Action"
640,Catch Me If You Can,2h 21min,52000000,352114312,"Drama, Crime"
530915,1917,1h 59min,100000000,394638258,"War, Drama, History"
955,Mission: Impossible II,2h 3min,125000000,546388105,"Adventure, Action, Thriller"
1579,Apocalypto,2h 19min,40000000,120654337,"Action, Drama, History"
348,Alien,1h 57min,11000000,104931801,"Horror, Science Fiction"
381284,Hidden Figures,2h 7min,25000000,235956898,"Drama, History"
162,Edward Scissorhands,1h 45min,20000000,53000000,"Fantasy, Drama, Romance"
166426,Pirates of the Caribbean: Dead Men Tell No Tales,2h 8min,230000000,795922298,"Adventure, Action, Fantasy"
14161,2012,2h 38min,200000000,791217826,"Action, Adventure, Science Fiction"
47971,xXx: Return of Xander Cage,1h 47min,85000000,346147658,"Action, Adventure, Crime"
259316,Fantastic Beasts and Where to Find Them,2h 12min,180000000,809342332,"Fantasy, Adventure, Family"
335797,Sing,1h 48min,75000000,634151679,"Animation, Comedy, Family, Music"
50620,The Twilight Saga: Breaking Dawn - Part 2,1h 55min,120000000,829747654,"Adventure, Fantasy, Drama, Romance"
9502,Kung Fu Panda,1h 30min,130000000,631744560,"Action, Adventure, Animation, Family, Comedy"
10681,WALL·E,1h 38min,180000000,521311860,"Animation, Family, Science Fiction"
587807,Tom & Jerry,1h 41min,50000000,136536687,"Comedy, Family, Animation"
135397,Jurassic World,2h 4min,150000000,1671537444,"Action, Adventure, Science Fiction, Thriller"
634528,The Marksman,1h 48min,23000000,23076711,Action
50619,The Twilight Saga: Breaking Dawn - Part 1,1h 57min,110000000,712171856,"Adventure, Fantasy, Romance"
76341,Mad Max: Fury Road,2h 1min,150000000,378858340,"Action, Adventure, Science Fiction"
87,Indiana Jones and the Temple of Doom,1h 58min,28000000,333000000,"Adventure, Action"
626735,Dog,1h 42min,20000000,77263354,"Drama, Comedy"
16869,Inglourious Basterds,2h 33min,70000000,321457747,"Drama, Thriller, War"
49051,The Hobbit: An Unexpected Journey,2h 49min,250000000,1021103568,"Adventure, Fantasy, Action"
589754,The Last Warrior: Root of Evil,2h 0min,8400000,27658331,"Fantasy, Adventure, Comedy"
564,The Mummy,2h 4min,80000000,415885488,"Adventure, Action, Fantasy"
217,Indiana Jones and the Kingdom of the Crystal Skull,2h 2min,185000000,786636033,"Adventure, Action"
93456,Despicable Me 2,1h 38min,76000000,970761885,"Animation, Comedy, Family"
272,Batman Begins,2h 20min,150000000,374218673,"Action, Crime, Drama"
245891,John Wick,1h 41min,20000000,88761661,"Action, Thriller"
82690,Wreck-It Ralph,1h 41min,165000000,471222889,"Family, Animation, Comedy, Adventure"
299537,Captain Marvel,2h 4min,152000000,1131416446,"Action, Adventure, Science Fiction"
351286,Jurassic World: Fallen Kingdom,2h 9min,170000000,1310466296,"Action, Adventure, Science Fiction, Thriller"
7326,Juno,1h 36min,7500000,232372681,"Comedy, Drama, Romance"
950,Ice Age: The Meltdown,1h 31min,80000000,660998756,"Animation, Family, Comedy, Adventure"
317442,The Last: Naruto the Movie,1h 54min,903852,19840000,"Action, Romance, Animation"
270946,Penguins of Madagascar,1h 32min,132000000,373552094,"Family, Animation, Adventure, Comedy"
429,"The Good, the Bad and the Ugly",2h 41min,1200000,38900000,Western
114,Pretty Woman,1h 59min,14000000,463406268,"Comedy, Romance"
395992,Life,1h 44min,58000000,100541806,"Horror, Science Fiction, Mystery, Thriller"
20352,Despicable Me,1h 35min,69000000,533679475,"Family, Animation, Comedy, Crime"
11544,Lilo & Stitch,1h 25min,80000000,273144151,"Animation, Family"
12092,Alice in Wonderland,1h 15min,3000000,57200000,"Animation, Family, Fantasy, Adventure"
8392,My Neighbor Totoro,1h 26min,3700000,41000000,"Fantasy, Animation, Family"
206647,Spectre,2h 28min,245000000,880674609,"Action, Adventure, Thriller"
4256,Scary Movie 3,1h 24min,48000000,220673217,Comedy
12155,Alice in Wonderland,1h 48min,200000000,1025467110,"Family, Fantasy, Adventure"
57800,Ice Age: Continental Drift,1h 28min,95000000,877244782,"Animation, Comedy, Adventure, Family"
273481,Sicario,2h 2min,30000000,84872444,"Action, Crime, Thriller"
396422,Annabelle: Creation,1h 50min,15000000,306515884,"Horror, Mystery, Thriller"
9806,The Incredibles,1h 55min,92000000,631442092,"Action, Adventure, Animation, Family"
379686,Space Jam: A New Legacy,1h 55min,150000000,163692228,"Family, Animation, Comedy, Science Fiction"
10191,How to Train Your Dragon,1h 38min,165000000,494879471,"Fantasy, Adventure, Animation, Family"
417859,Puss in Boots,1h 30min,130000000,554987477,"Animation, Family, Fantasy, Adventure, Comedy, Western"
105864,The Good Dinosaur,1h 33min,175000000,332207671,"Adventure, Animation, Family"
809787,Mafia Mamma,1h 41min,41000000,3902761,"Crime, Comedy"
18240,The Proposal,1h 48min,40000000,317375031,"Comedy, Romance, Drama"
9487,A Bug's Life,1h 35min,120000000,363258859,"Adventure, Animation, Comedy, Family"
400535,Sicario: Day of the Soldado,2h 2min,35000000,75836683,"Action, Crime, Thriller"
803114,The Requin,1h 29min,8500000,130493,"Thriller, Horror"
290859,Terminator: Dark Fate,2h 8min,185000000,261119292,"Science Fiction, Action"
257344,Pixels,1h 45min,88000000,244874809,"Action, Comedy, Science Fiction"
772,Home Alone 2: Lost in New York,2h 0min,18000000,358994850,"Comedy, Family, Adventure"
76338,Thor: The Dark World,1h 52min,170000000,644783140,"Action, Adventure, Fantasy"
9479,The Nightmare Before Christmas,1h 16min,24000000,75634409,"Fantasy, Animation, Family"
522938,Rambo: Last Blood,1h 29min,50000000,91490353,"Action, Thriller, Drama"
176,Saw,1h 43min,1200000,103911669,"Horror, Mystery, Crime"
1366,Rocky,1h 59min,1000000,225250402,"Drama, Romance"
35,The Simpsons Movie,1h 27min,75000000,527068851,"Animation, Comedy, Family"
72105,Ted,1h 47min,50000000,549368315,"Comedy, Fantasy"
67308,3-D Sex and Zen: Extreme Ecstasy,1h 45min,3500000,10308238,"Drama, Adventure, Romance, Action, History"
420809,Maleficent: Mistress of Evil,1h 59min,185000000,491730089,"Family, Fantasy, Adventure, Action"
37165,The Truman Show,1h 43min,60000000,264118201,"Comedy, Drama"
877269,Strange World,1h 42min,180000000,73621640,"Animation, Family, Adventure, Science Fiction"
521029,Annabelle Comes Home,1h 46min,30000000,231252591,"Horror, Mystery, Thriller"
260513,Incredibles 2,1h 58min,200000000,1242805359,"Action, Adventure, Animation, Family"
8681,Taken,1h 34min,25000000,226830568,"Action, Thriller"
568620,Snake Eyes: G.I. Joe Origins,2h 1min,88000000,36964325,"Action, Adventure"
10009,Brother Bear,1h 25min,128000000,250397798,"Adventure, Animation, Family"
616820,Halloween Ends,1h 51min,20000000,104361355,"Horror, Thriller"
2105,American Pie,1h 35min,11000000,235483004,"Comedy, Romance"
223702,Sausage Party,1h 29min,19000000,140705322,"Adventure, Animation, Comedy, Fantasy"
7555,Rambo,1h 32min,50000000,113244290,"Action, Thriller"
284054,Black Panther,2h 15min,200000000,1349926083,"Action, Adventure, Science Fiction"
297802,Aquaman,2h 23min,160000000,1148528393,"Action, Adventure, Fantasy"
345938,The Shack,2h 12min,20000000,92924405,"Drama, Fantasy"
427641,Rampage,1h 47min,120000000,428028233,"Action, Adventure, Science Fiction"
10895,Pinocchio,1h 28min,2600000,84300000,"Animation, Family"
10545,The Hunchback of Notre Dame,1h 31min,100000000,325338851,"Drama, Animation, Family"
10340,Lady and the Tramp,1h 16min,4000000,36359037,"Family, Animation, Romance"
9769,Lolita,2h 17min,62000000,1071255,Drama
38575,The Karate Kid,2h 20min,40000000,359126022,"Action, Adventure, Drama, Family"
105,Back to the Future,1h 56min,19000000,381109762,"Adventure, Comedy, Science Fiction"
630240,Titane,1h 48min,6600000,5115725,"Drama, Thriller, Horror"
127585,X-Men: Days of Future Past,2h 12min,250000000,747862775,"Action, Adventure, Science Fiction"
424,Schindler's List,3h 15min,22000000,321365567,"Drama, History, War"
11836,The SpongeBob SquarePants Movie,1h 27min,30000000,140161792,"Family, Animation, Comedy, Fantasy, Adventure"
10567,Dinosaur,1h 22min,127500000,354248063,"Family, Animation"
949,Heat,2h 50min,60000000,187436818,"Action, Crime, Drama, Thriller"
512200,Jumanji: The Next Level,2h 3min,125000000,801693929,"Adventure, Comedy, Fantasy"
77338,The Intouchables,1h 53min,13000000,426588510,"Drama, Comedy"
9902,Wrong Turn,1h 24min,12600000,28650575,"Horror, Thriller"
676710,The Amazing Maurice,1h 33min,17000000,3901839,"Animation, Adventure, Comedy, Family, Fantasy"
2758,Addams Family Values,1h 34min,47000000,48919043,"Comedy, Family, Fantasy"
101299,The Hunger Games: Catching Fire,2h 26min,130000000,865011746,"Adventure, Action, Science Fiction"
1724,The Incredible Hulk,1h 54min,150000000,163712074,"Science Fiction, Action, Adventure"
8277,American Pie Presents: Beta House,1h 29min,10000000,18610260,Comedy
10882,Sleeping Beauty,1h 15min,6000000,51600000,"Fantasy, Animation, Romance, Family"
268896,Pacific Rim: Uprising,1h 51min,150000000,290061297,"Action, Fantasy, Science Fiction, Adventure"
593643,The Menu,1h 47min,35000000,79628200,"Horror, Thriller, Comedy"
11324,Shutter Island,2h 18min,80000000,294800000,"Drama, Thriller, Mystery"
12230,One Hundred and One Dalmatians,1h 22min,4000000,85000000,"Adventure, Animation, Comedy, Family"
50014,The Help,2h 26min,25000000,216639112,Drama
482373,Don't Breathe 2,1h 38min,10000000,53785551,"Thriller, Horror"
339846,Baywatch,1h 56min,69000000,177856751,"Comedy, Action, Crime"
34851,Predators,1h 47min,40000000,127233108,"Science Fiction, Action, Thriller"
679,Aliens,2h 17min,18500000,183316455,"Action, Thriller, Science Fiction"
246655,X-Men: Apocalypse,2h 24min,178000000,543934787,"Action, Adventure, Science Fiction, Fantasy"
10527,Madagascar: Escape 2 Africa,1h 29min,150000000,603900354,"Family, Adventure, Animation, Comedy"
103,Taxi Driver,1h 54min,1900000,28600000,"Crime, Drama"
147441,Exodus: Gods and Kings,2h 30min,140000000,268031828,"Adventure, Drama, Action"
290098,The Handmaiden,2h 25min,8575000,38600000,"Thriller, Drama, Romance"
82702,How to Train Your Dragon 2,1h 42min,145000000,621537519,"Fantasy, Action, Adventure, Animation, Comedy, Family"
303857,Dragon Ball Z: Resurrection 'F',1h 33min,5000000,61768190,"Action, Animation, Science Fiction"
76492,Hotel Transylvania,1h 31min,85000000,358375603,"Animation, Comedy, Family, Fantasy"
312221,Creed,2h 13min,37000000,173567581,"Action, Drama"
1621,Trading Places,1h 56min,15000000,90404800,Comedy
619730,Don't Worry Darling,2h 3min,35000000,86669039,"Thriller, Mystery, Drama"
118340,Guardians of the Galaxy,2h 1min,170000000,772776600,"Action, Science Fiction, Adventure"
1948,Crank,1h 28min,12000000,42931041,"Action, Thriller, Crime"
337401,Mulan,1h 55min,200000000,66800000,"Adventure, Fantasy, Drama, Action"
424783,Bumblebee,1h 53min,135000000,467989645,"Action, Adventure, Science Fiction"
397567,Along with the Gods: The Two Worlds,2h 19min,18300000,125983972,"Action, Adventure, Fantasy, Thriller"
906221,Magic Mike's Last Dance,1h 52min,45000000,52000000,"Comedy, Drama, Romance"
80321,Madagascar 3: Europe's Most Wanted,1h 33min,145000000,746921274,"Animation, Family, Comedy, Adventure"
14001,Dead Silence,1h 29min,20000000,22217407,Horror
9820,The Parent Trap,2h 8min,15000000,92108518,"Comedy, Family"
124905,Godzilla,2h 3min,160000000,529076069,"Action, Drama, Science Fiction"
621,Grease,1h 50min,6000000,181813770,"Romance, Comedy"
75780,Jack Reacher,2h 10min,60000000,218340595,"Crime, Drama, Thriller, Action"
423204,Angel Has Fallen,2h 2min,40000000,146661977,"Action, Thriller"
652,Troy,2h 43min,175000000,497409852,"Adventure, History, War, Action"
518068,Along with the Gods: The Last 49 Days,2h 21min,18300000,112790210,"Fantasy, Action, Thriller, Adventure"
345,Eyes Wide Shut,2h 39min,65000000,162100000,"Drama, Thriller, Mystery"
10693,Peter Pan,1h 17min,4000000,87404651,"Animation, Family, Adventure, Fantasy"
442249,The First Purge,1h 37min,13000000,137056262,"Horror, Action, Thriller"
11619,Flushed Away,1h 24min,149000000,178120010,"Adventure, Animation, Comedy, Family"
920,Cars,1h 57min,120000000,461983149,"Animation, Adventure, Comedy, Family"
420817,Aladdin,2h 7min,183000000,1054304000,"Adventure, Fantasy, Romance, Family"
630,The Wizard of Oz,1h 42min,2777000,33754967,"Adventure, Fantasy, Family"
50546,Just Go with It,1h 57min,80000000,214945591,"Comedy, Romance"
602734,Spiral: From the Book of Saw,1h 33min,20000000,40618920,"Horror, Crime, Mystery"
336843,Maze Runner: The Death Cure,2h 23min,62000000,288175335,"Science Fiction, Action, Adventure, Thriller"
447332,A Quiet Place,1h 31min,17000000,341000000,"Horror, Drama, Science Fiction"
364689,Ferdinand,1h 48min,111000000,295038508,"Animation, Family, Adventure, Comedy"
184315,Hercules,1h 39min,100000000,244819862,"Action, Adventure"
1369,Rambo: First Blood Part II,1h 36min,44000000,300400432,"Action, Adventure, Thriller, War"
36647,Blade,2h 1min,45000000,131183530,"Horror, Action"
34480,The Descent: Part 2,1h 34min,6000200,7048886,"Adventure, Horror, Thriller"
240832,Lucy,1h 29min,40000000,458863600,"Action, Science Fiction"
607,Men in Black,1h 38min,90000000,589390539,"Action, Adventure, Comedy, Science Fiction"
44833,Battleship,2h 11min,209000000,303025485,"Thriller, Action, Adventure, Science Fiction"
756999,The Black Phone,1h 43min,17000000,161440742,"Horror, Thriller"
68718,Django Unchained,2h 45min,100000000,425368238,"Drama, Western"
57158,The Hobbit: The Desolation of Smaug,2h 41min,250000000,958400000,"Fantasy, Adventure, Action"
294254,Maze Runner: The Scorch Trials,2h 11min,61000000,312296056,"Science Fiction, Action, Thriller, Adventure"
8273,American Wedding,1h 43min,55000000,231449203,"Comedy, Romance"
18239,The Twilight Saga: New Moon,2h 11min,50000000,709827462,"Adventure, Fantasy, Drama, Romance"
49444,Kung Fu Panda 2,1h 31min,150000000,665692281,"Animation, Family"
41446,Scream 4,1h 51min,40000000,97231420,"Horror, Mystery"
27578,The Expendables,1h 43min,80000000,274470394,"Thriller, Adventure, Action"
412117,The Secret Life of Pets 2,1h 26min,80000000,155152550,"Adventure, Animation, Comedy, Family"
530385,Midsommar,2h 27min,9000000,47969371,"Horror, Drama, Mystery"
404368,Ralph Breaks the Internet,1h 52min,175000000,529323962,"Family, Animation, Comedy, Adventure"
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,1h 53min,155000000,415686217,"Adventure, Family, Fantasy"
332562,A Star Is Born,2h 16min,36000000,433888866,"Music, Drama, Romance"
768362,Missing,1h 51min,7000000,45100756,"Thriller, Mystery"
460465,Mortal Kombat,1h 50min,20000000,84426031,"Action, Fantasy, Adventure"
2770,American Pie 2,1h 48min,30000000,287553595,"Comedy, Romance"
401981,Red Sparrow,2h 20min,69000000,151572634,"Mystery, Thriller"
49519,The Croods,1h 38min,135000000,587204668,"Animation, Adventure, Family, Fantasy, Comedy, Action"
602223,The Forever Purge,1h 43min,18000000,76994245,"Horror, Action, Thriller"
13888,Return to the Blue Lagoon,1h 38min,11000000,2807854,"Adventure, Drama"
10112,The Aristocats,1h 18min,4000000,55675257,"Animation, Comedy, Family, Adventure"
562,Die Hard,2h 11min,28000000,140767956,"Action, Thriller"
10555,Shark Tale,1h 30min,75000000,367275019,"Animation, Action, Comedy, Family"
578,Jaws,2h 4min,7000000,470653000,"Horror, Thriller, Adventure"
268,Batman,2h 6min,35000000,411348924,"Fantasy, Action, Crime"
967,Spartacus,3h 17min,12000000,60000000,"History, War, Drama, Adventure"
353486,Jumanji: Welcome to the Jungle,1h 59min,90000000,995339117,"Adventure, Action, Comedy, Fantasy"
9982,Chicken Little,1h 21min,150000000,314432665,"Animation, Family, Comedy"
4233,Scream 2,2h 0min,24000000,172363301,"Horror, Mystery"
46195,Rio,1h 36min,90000000,484635760,"Animation, Adventure, Comedy, Family"
287590,Saint Seiya: Legend of Sanctuary,1h 33min,23000000,17150803,"Action, Animation, Fantasy"
109428,Evil Dead,1h 31min,17000000,97542952,Horror
449443,Den of Thieves,2h 20min,30000000,80509622,"Action, Thriller, Crime"
400155,Hotel Transylvania 3: Summer Vacation,1h 37min,80000000,528600000,"Animation, Comedy, Family, Fantasy"
381288,Split,1h 57min,9000000,278454358,"Horror, Thriller"
9342,The Mask of Zorro,2h 16min,95000000,250288523,"Action, Adventure"
119450,Dawn of the Planet of the Apes,2h 10min,170000000,710644566,"Science Fiction, Action, Drama, Thriller"
273477,Scouts Guide to the Zombie Apocalypse,1h 33min,15000000,14860766,"Comedy, Horror"
632357,The Unholy,1h 39min,10000000,30833138,"Horror, Mystery"
769,GoodFellas,2h 25min,25000000,46835000,"Drama, Crime"
360920,The Grinch,1h 25min,75000000,508575295,"Animation, Family, Comedy, Fantasy"
631843,Old,1h 48min,18000000,90146510,"Thriller, Mystery, Horror"
76757,Jupiter Ascending,2h 7min,176000003,183987723,"Science Fiction, Fantasy, Action"
41630,No Strings Attached,1h 47min,25000000,149228077,"Comedy, Romance"
297,Meet Joe Black,2h 58min,90000000,142940100,"Fantasy, Drama, Romance"
109439,The Hangover Part III,1h 40min,103000000,362000072,Comedy
10661,You Don't Mess with the Zohan,1h 53min,90000000,204313400,"Comedy, Action"
534,Terminator Salvation,1h 55min,200000000,371353001,"Action, Science Fiction, Thriller"
82675,Taken 2,1h 31min,45000000,376141306,"Action, Crime, Thriller"
9702,Bound by Honor,3h 10min,35000000,4496583,"Crime, Action, Drama, Thriller"
329865,Arrival,1h 56min,47000000,203388186,"Drama, Science Fiction, Mystery"
140300,Kung Fu Panda 3,1h 35min,145000000,521170825,"Action, Adventure, Animation, Comedy, Family"
398818,Call Me by Your Name,2h 12min,4000000,43143046,"Romance, Drama"
138103,The Expendables 3,2h 6min,95000000,214700000,"Action, Adventure, Thriller"
9399,Lionheart,1h 45min,6000000,24271196,Action
197,Braveheart,2h 58min,72000000,213216216,"Action, Drama, History, War"
10515,Castle in the Sky,2h 5min,3000000,5228752,"Adventure, Fantasy, Animation, Action, Family, Romance"
763285,Ambulance,2h 16min,40000000,51783040,"Thriller, Action"
38700,Bad Boys for Life,2h 4min,90000000,426505244,"Thriller, Action, Crime"
6479,I Am Legend,1h 41min,150000000,585410052,"Drama, Science Fiction, Thriller"
1734,The Mummy Returns,2h 10min,98000000,443280904,"Adventure, Action, Fantasy"
466272,Once Upon a Time… in Hollywood,2h 42min,95000000,374251247,"Comedy, Drama, Thriller"
278154,Ice Age: Collision Course,1h 35min,105000000,408579038,"Adventure, Animation, Family, Comedy, Science Fiction"
78,Blade Runner,1h 58min,28000000,41722424,"Science Fiction, Drama, Thriller"
979,Irreversible,1h 38min,3500000,6500000,"Drama, Thriller, Crime"
72545,Journey 2: The Mysterious Island,1h 34min,79000000,355692760,"Adventure, Action, Science Fiction"
72331,Abraham Lincoln: Vampire Hunter,1h 45min,69000000,116471580,"Action, Fantasy, Horror"
281957,The Revenant,2h 37min,135000000,532950503,"Western, Drama, Adventure"
481084,The Addams Family,1h 26min,40000000,204394183,"Family, Animation, Comedy, Fantasy"
20526,TRON: Legacy,2h 5min,170000000,400062763,"Adventure, Action, Science Fiction"
1607,A Bronx Tale,2h 1min,10000000,17287898,"Drama, Crime"
6844,The Ten Commandments,3h 40min,13000000,122700000,"Drama, History"
11351,Jeepers Creepers 2,1h 44min,17000000,63102666,Horror
10386,The Iron Giant,1h 26min,70000000,23159305,"Family, Animation, Science Fiction, Drama"
293863,The Age of Adaline,1h 52min,25000000,65663276,"Romance, Fantasy, Drama"
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,1h 52min,135000000,245623848,"Action, Adventure, Comedy, Family, Science Fiction"
140607,Star Wars: The Force Awakens,2h 16min,245000000,2068223624,"Adventure, Action, Science Fiction"
1924,Superman,2h 23min,55000000,300218018,"Science Fiction, Action, Adventure"
71552,American Reunion,1h 53min,50000000,234989584,Comedy
615,The Passion of the Christ,2h 7min,30000000,611899420,Drama
5175,Rush Hour 2,1h 30min,90000000,347325802,"Action, Comedy, Crime"
293167,Kong: Skull Island,1h 58min,185000000,566652812,"Action, Adventure, Fantasy"
561,Constantine,2h 1min,100000000,230884728,"Fantasy, Action, Horror"
44896,Rango,1h 47min,135000000,245724603,"Animation, Comedy, Family, Western, Adventure"
13811,Knowing,2h 1min,50000000,155446362,"Action, Mystery, Science Fiction, Thriller"
14869,G.I. Joe: The Rise of Cobra,1h 58min,175000000,302469017,"Adventure, Action, Thriller, Science Fiction"
262500,Insurgent,1h 59min,110000000,295238201,"Action, Adventure, Science Fiction, Thriller"
1771,Captain America: The First Avenger,2h 4min,140000000,370569774,"Action, Adventure, Science Fiction"
43947,I Spit on Your Grave,1h 48min,2000000,572809,"Thriller, Crime, Horror"
489,Good Will Hunting,2h 7min,10000000,225933435,Drama
228161,Home,1h 34min,135000000,368871007,"Fantasy, Comedy, Animation, Science Fiction, Family"
38055,Megamind,1h 36min,130000000,321885765,"Animation, Action, Comedy, Family, Science Fiction"
458576,Monster Hunter,1h 44min,60000000,42145959,"Action, Fantasy, Adventure"
87428,That's My Boy,1h 56min,70000000,58058367,"Comedy, Drama"
948,Halloween,1h 31min,325000,70274000,"Horror, Thriller"
10196,The Last Airbender,1h 43min,150000000,319713881,"Action, Adventure, Fantasy"
14574,The Boy in the Striped Pyjamas,1h 34min,12500000,20416563,"War, Drama, History"
153518,The Angry Birds Movie,1h 37min,73000000,349779543,"Animation, Adventure, Comedy"
64690,Drive,1h 40min,15000000,78054825,"Drama, Thriller, Crime"
283366,Miss Peregrine's Home for Peculiar Children,2h 7min,110000000,296482446,"Fantasy, Adventure, Family, Drama"
252,Willy Wonka & the Chocolate Factory,1h 40min,3000000,4000000,"Family, Fantasy, Comedy"
15512,Monsters vs Aliens,1h 34min,175000000,381509870,"Animation, Family, Adventure, Science Fiction"
9757,Norbit,1h 42min,10000000,159313561,Comedy
238636,The Purge: Anarchy,1h 44min,9000000,111928365,"Horror, Thriller"
610253,Halloween Kills,1h 45min,20000000,133423964,"Horror, Thriller"
878361,Big George Foreman,2h 9min,32000000,3800000,"History, Drama"
181533,Night at the Museum: Secret of the Tomb,1h 38min,127000000,363204635,"Adventure, Comedy, Fantasy, Family"
75656,Now You See Me,1h 56min,75000000,351723989,"Thriller, Crime"
296,Terminator 3: Rise of the Machines,1h 49min,200000000,435000000,"Action, Thriller, Science Fiction"
399579,Alita: Battle Angel,2h 2min,170000000,404980543,"Action, Science Fiction, Adventure"
181812,Star Wars: The Rise of Skywalker,2h 22min,250000000,1074144248,"Adventure, Action, Science Fiction"
1124,The Prestige,2h 10min,40000000,109676311,"Drama, Mystery, Science Fiction"
1089,Point Break,2h 2min,24000000,83531958,"Action, Thriller, Crime"
2454,The Chronicles of Narnia: Prince Caspian,2h 30min,225000000,419665568,"Adventure, Family, Fantasy"
45243,The Hangover Part II,1h 42min,80000000,586764305,Comedy
131634,The Hunger Games: Mockingjay - Part 2,2h 17min,160000000,653428261,"Action, Adventure, Science Fiction"
7443,Chicken Run,1h 24min,45000000,224834564,"Animation, Comedy, Family"
460555,Operation Red Sea,2h 19min,70000000,579220560,"Action, Thriller, War, Drama"
450465,Glass,2h 9min,20000000,246999039,"Thriller, Drama, Science Fiction"
448119,Dolittle,1h 41min,175000000,251410631,"Family, Fantasy, Adventure"
2024,The Patriot,2h 45min,110000000,215294342,"Drama, History, War, Action"
311324,The Great Wall,1h 43min,150000000,331957105,"Action, Adventure, Fantasy"
601,E.T. the Extra-Terrestrial,1h 55min,10500000,792965500,"Science Fiction, Adventure, Family, Fantasy"
589761,Chernobyl: Abyss,2h 16min,9100000,6459306,"Drama, History, Adventure, Action, Fantasy, Mystery"
374720,Dunkirk,1h 47min,150000000,527000000,"War, Action, Drama"
74,War of the Worlds,1h 57min,132000000,603873119,"Adventure, Thriller, Science Fiction"
9286,Final Destination 3,1h 33min,25000000,118890272,"Horror, Mystery"
333484,The Magnificent Seven,2h 12min,90000000,162360636,"Adventure, Action, Western"
9509,Man on Fire,2h 26min,70000000,130293714,"Action, Drama, Thriller"
22832,Ninja Assassin,1h 39min,40000000,61601280,"Action, Adventure, Thriller"
546554,Knives Out,2h 11min,40000000,312897920,"Comedy, Crime, Mystery"
206487,Predestination,1h 37min,5500000,4942449,"Science Fiction, Thriller"
287947,Shazam!,2h 12min,80000000,366080049,"Action, Comedy, Fantasy"
